name;url;locationCoordinate;locationCountry;locationRegion;elevationTopM;elevationDifferenceM;totalSlopeLengthKm;numberOfLifts;numberOfSlopes;annualSnowfallCm;id
Ruhestein;https://www.skilift-ruhestein.de/;{'lat': '48.5220', 'long': '8.2184'};Germany;Ortenaukreis;1014.0;99.0;1.0;2.0;1.0;100.0;7353402711
Sassotetto;https://www.sarnanoneve.it/;{'lat': '43.0247', 'long': '13.2982'};Italy;Marche;1592.0;303.0;11.5;7.0;3.0;150.0;2998569696
Col de Porte;https://www.coldeporte.fr/;{'lat': '45.2589', 'long': '5.7596'};France;Isère;1760.0;560.0;5.0;6.0;3.0;250.0;6025631249
Black River Basin;https://www.snowriver.com/;{'lat': '46.5231', 'long': '-90.0214'};USA;Michigan;510.0;149.0;10.0;6.0;10.0;250.0;7826490531
Mont Ste-Marie;https://montstemarie.com/;{'lat': '45.8487', 'long': '-75.8082'};Canada;Quebec;580.0;380.0;10.0;4.0;4.0;300.0;2483846199
Campo Stella;https://www.skiresort.info/ski-resort/campo-stella-leonessa/;{'lat': '42.5682', 'long': '12.9600'};Italy;Lazio;1696.0;567.0;14.0;2.0;3.0;200.0;2275697429
Akan Royal Valley;https://www.akanroyalvalley.jp/;{'lat': '43.5303', 'long': '144.0928'};Japan;Hokkaido;135.0;100.0;1.2;1.0;1.0;500.0;5580299551
Dogoyama Kogen;https://www.dogoyamakogen.com/;{'lat': '34.4898', 'long': '132.2561'};Japan;Hiroshima Prefecture;1050.0;350.0;5.0;2.0;3.0;200.0;7451014634
Val Formazza;https://valformazza.it/sci-alpino/;{'lat': '46.365', 'long': '8.447'};Italy;Piedmont;1772.0;474.0;3.0;3.0;3.0;200.0;2837262161
Springenboden;http://www.skilifte-springenboden.ch/;{'lat': '46.6406', 'long': '7.5244'};Switzerland;Bern;1525.0;318.0;6.0;3.0;3.0;200.0;5292904719
Murray Ridge;https://www.murrayridge.com/;{'lat': '54.4561', 'long': '-124.2539'};Canada;British Columbia;1405.0;510.0;22.0;2.0;15.0;250.0;8232827055
Las Vegas Ski and Snowboard Resort;https://www.leecanyonlv.com/;{'lat': '36.3093', 'long': '-115.6777'};USA;Nevada;2856.0;206.0;7.0;5.0;3.0;250.0;1433465986
Obersalzberg;https://www.skigebiet-berchtesgaden.de/;{'lat': '47.6263', 'long': '13.0349'};Germany;Berchtesgadener Land;945.0;150.0;3.0;5.0;2.0;120.0;9723269997
Falkfångarfjället;https://www.bydalsfjallen.se/;{'lat': '63.1800', 'long': '13.5670'};Sweden;Jämtland;740.0;150.0;1.5;1.0;1.0;250.0;8925223643
Echo Mountain;https://echomtn.com/;{'lat': '39.6862', 'long': '-105.5821'};USA;Colorado;3401.0;201.0;3.0;3.0;3.0;300.0;8791780061
Snowy Range;https://www.snowyrangeski.com/;{'lat': '41.3517', 'long': '-106.2211'};USA;Wyoming;2945.0;267.0;16.0;4.0;16.0;300.0;3918440406
Kutsuki;https://kutsuki-snowpark.com/;{'lat': '35.3456', 'long': '136.1437'};Japan;Shiga Prefecture;578.0;136.0;3.0;3.0;3.0;400.0;6253882948
Chanavey;https://rhemesvacanze.it/;{'lat': '45.613', 'long': '7.160'};Italy;Gran Paradiso;2131.0;408.0;6.0;1.0;6.0;300.0;4544761870
Mount Timothy;https://www.skitimothy.com/;{'lat': '52.1834', 'long': '-121.3678'};Canada;British Columbia;1660.0;310.0;24.0;4.0;3.0;300.0;8893004616
Eck-Riedelstein;http://www.skieck.de;{'lat': '49.168516', 'long': '12.992258'};Germany;Cham;1070.0;229.0;5.0;2.0;3.0;150.0;8213540300
Fallbachhang;https://www.snowpark-oberhof.de/;{'lat': '50.711368', 'long': '10.729335'};Germany;Schmalkalden-Meiningen;835.0;117.0;0.8;2.0;1.0;50.0;9891334393
Wexl Arena;https://www.wexlarena.at/;{'lat': '47.592778', 'long': '16.027778'};Austria;Neunkirchen;1039.0;199.0;2.0;5.0;2.0;150.0;8679502527
Bygdsiljumsbacken;https://bygdsiljumsbacken.se/;{'lat': '64.3433', 'long': '20.0200'};Sweden;Västerbotten;239.0;125.0;6.0;5.0;6.0;200.0;7031913286
L'Orient;http://www.myvalleedejoux.ch/;{'lat': '46.6167', 'long': '6.2833'};Switzerland;Vaud;1283.0;273.0;6.0;2.0;3.0;200.0;9465501098
Whitetail;https://www.skiwhitetail.com/;{'lat': '39.7434', 'long': '-77.9333'};USA;Pennsylvania;545.0;284.0;10.0;6.0;8.0;100.0;3680297190
Goulier;https://www.goulier-neige.fr/;{'lat': '42.7667', 'long': '1.5000'};France;Ariège;1807.0;327.0;6.0;4.0;3.0;150.0;3558634982
Peuramaa;https://www.peuramaa.fi/;{'lat': '60.1797', 'long': '24.5105'};Finland;Uusimaa;75.0;55.0;1.3;3.0;2.0;50.0;5909640676
Balmberg;https://www.balmberg.ch/;{'lat': '47.2582', 'long': '7.5301'};Switzerland;Solothurn;1270.0;208.0;5.0;3.0;3.0;200.0;8150876585
Gopshusbacken;https://www.svenskalag.se/ifkmora-alpina-gopshusbacken;{'lat': '61.0183', 'long': '14.5311'};Sweden;Dalarna;429.0;194.0;2.0;2.0;2.0;200.0;4555782855
Raggal;http://www.skilifte-raggal.com;{'lat': '47.2310', 'long': '9.8240'};Austria;Bludenz;1300.0;320.0;7.0;4.0;3.0;150.0;8724461713
Crotched Mountain;https://www.crotchedmtn.com/;{'lat': '42.9508', 'long': '-71.8507'};USA;New Hampshire;630.0;268.0;8.0;4.0;8.0;150.0;8771145238
Ibuki no Sato;https://www.ibukinosato.co.jp/;{'lat': '34.9876', 'long': '133.7333'};Japan;Okayama Prefecture;850.0;200.0;2.0;3.0;3.0;120.0;8573880989
Prägraten am Großvenediger;https://www.praegraten.info/Unser_Dorf/Familienskigebiet_Praegraten_a_G_;{'lat': '47.0123', 'long': '12.3274'};Austria;Bezirk Lienz;1440.0;128.0;2.0;2.0;3.0;250.0;2737151327
Hautacam;https://www.hautacam.com/;{'lat': '42.9778', 'long': '-0.0625'};France;Hautes-Pyrénées;1733.0;239.0;20.0;7.0;20.0;250.0;4163418554
Markbuchen/Predigtstuhl;https://www.predigtstuhl-arena.de/;{'lat': '49.0043', 'long': '12.8227'};Germany;Straubing-Bogen;1024.0;174.0;4.0;5.0;4.0;120.0;6153013630
Fjellhaugen Skisenter;https://fjellhaugen.no/;{'lat': '60.0093', 'long': '5.8590'};Norway;Vestland;695.0;175.0;4.0;2.0;3.0;200.0;9916446842
Obdach;https://schilift-obdach.at/;{'lat': '47.0711', 'long': '14.5978'};Austria;Murtal;1193.0;294.0;2.0;1.0;2.0;100.0;9876847795
Titus Mountain;https://www.titusmountain.com/;{'lat': '44.8483', 'long': '-74.2290'};USA;New York;617.0;294.0;27.0;9.0;27.0;200.0;1934338587
Pintura – Bolognola;https://www.bolognolaski.it/;{'lat': '43.0005', 'long': '13.2787'};Italy;Marche;1695.0;415.0;8.0;5.0;3.0;150.0;6141618473
Cuchara Mountain Park;https://www.cucharamountainpark.org/;{'lat': '37.3544', 'long': '-105.0997'};USA;Colorado;3294.0;475.0;6.0;1.0;6.0;300.0;2927215491
Wildewiese;https://www.wildewiese.de/;{'lat': '51.2653', 'long': '8.0166'};Germany;Hochsauerlandkreis;645.0;115.0;6.0;4.0;3.0;100.0;6937369750
Campo Catino;https://www.campocatino.eu/;{'lat': '41.7933', 'long': '13.3036'};Italy;Lazio;1997.0;377.0;12.0;4.0;12.0;150.0;1730829446
Storklinta;http://www.storklinta.se;{'lat': '65.0846', 'long': '20.0173'};Sweden;Västerbotten;500.0;185.0;3.5;3.0;3.0;150.0;4708987394
Arnsberg;https://www.arnsberglifte.de/;{'lat': '50.4159', 'long': '10.0306'};Germany;Rhön-Grabfeld;843.0;253.0;9.5;4.0;3.0;120.0;3463459923
La Covatilla;https://sierradebejar-lacovatilla.com/;{'lat': '40.3867', 'long': '-5.7560'};Spain;Castile-Leon;2368.0;391.0;26.0;4.0;3.0;200.0;8971892058
Pin Rouge;https://www.pinrouge.com/skialpin;{'lat': '48.1614', 'long': '-65.8656'};Canada;Quebec;500.0;450.0;10.5;1.0;10.0;350.0;2283753313
Mézenc;https://www.mezencloiresauvage.com/;{'lat': '44.9197', 'long': '4.1269'};France;Haute-Loire;1666.0;341.0;4.5;8.0;3.0;300.0;7549628392
Hochwechsellifts;https://www.schiregion.at/moenichwald/;{'lat': '47.4531', 'long': '15.9344'};Austria;Hartberg-Fürstenfeld;1266.0;270.0;5.0;4.0;5.0;120.0;7312485039
San Isidro;https://www.nieveleonsanisidro.com/;{'lat': '42.9882', 'long': '-5.3356'};Spain;Castile-Leon;2030.0;390.0;20.0;7.0;19.0;150.0;2797564241
Iberg;https://www.unser-iberg.de/;{'lat': '47.6496', 'long': '10.0628'};Germany;Lindau (Bodensee);960.0;220.0;2.5;2.0;3.0;80.0;3549078603
Valgrande Pajares;https://www.valgrande-pajares.com/;{'lat': '43.0619', 'long': '-5.7233'};Spain;Asturias;1840.0;385.0;22.0;5.0;3.0;200.0;6022738224
Bear Creek Mountain Resort;https://www.bcmountainresort.com/;{'lat': '40.4797', 'long': '-75.6219'};USA;Pennsylvania;335.0;155.0;10.0;4.0;10.0;125.0;8997703454
Mineyama Kogen;https://mineyama-kogen-resort.com/;{'lat': '35.2523', 'long': '134.7083'};Japan;Hyōgo Prefecture;1049.0;119.0;3.1;2.0;3.0;100.0;1916650876
Kiental;https://kiental-sesselbahn.ch/;{'lat': '46.6217', 'long': '7.7179'};Switzerland;Bern;1490.0;564.0;7.0;3.0;3.0;150.0;8478948886
Holzelfingen (Lichtenstein);https://www.wintersport-arena.com/;{'lat': '48.4336', 'long': '9.2660'};Germany;Reutlingen;801.0;75.0;3.0;5.0;3.0;50.0;5403286547
Minakami Kogen Fujiwara;https://fujiwaraski.com/;{'lat': '36.75', 'long': '138.98'};Japan;Gunma Prefecture;1000.0;150.0;3.7;3.0;3.0;300.0;6827154597
Riepenlift;https://www.kronplatzevents.com/de/events/riepenlift-antholz;{'lat': '46.8653', 'long': '12.1017'};Italy;Trentino-Alto Adige;1489.0;362.0;2.0;1.0;1.0;300.0;8095264416
Sollegg;https://www.skilift-sollegg.ch/;{'lat': '47.3196', 'long': '9.3938'};Switzerland;Appenzell Innerrhoden;1204.0;391.0;7.0;2.0;3.0;150.0;6855108079
Buffalo;https://www.buffaloskicenter.com/;{'lat': '42.6776', 'long': '-78.7153'};USA;New York;452.0;145.0;11.0;6.0;11.0;380.0;9768643391
Purnuvuori;https://www.purnu.com/;{'lat': '61.1379', 'long': '25.0277'};Finland;Päijät-Hämeen lääni;205.0;100.0;2.5;1.0;2.0;50.0;4002883364
Rathvel;https://www.rathvel.ch/;{'lat': '46.4844', 'long': '6.9050'};Switzerland;Fribourg;1491.0;280.0;8.0;4.0;4.0;150.0;7810850789
Caberfae Peaks;https://caberfaepeaks.com/;{'lat': '44.2442', 'long': '-85.5655'};USA;Michigan;467.0;110.0;11.0;5.0;11.0;300.0;8042554141
Sulitjelma Fjellandsby;https://sulitjelma-fjellandsby.no/;{'lat': '67.1358', 'long': '16.0709'};Norway;Nordland;558.0;138.0;7.0;1.0;3.0;230.0;4089908365
Toyama Kings;https://www.facebook.com/kings.toyama/;{'lat': '36.5783', 'long': '137.3200'};Japan;Toyama Prefecture;451.0;23.0;0.2;0.0;2.0;50.0;3786899394
Badger Pass;https://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/downhill-skiing-snowboarding/;{'lat': '37.6670', 'long': '-119.6639'};USA;California;2440.0;245.0;10.0;5.0;3.0;300.0;3310238953
Siplo;https://siplo.no/;{'lat': '61.2183', 'long': '6.0866'};Norway;Vestland;810.0;285.0;1.7;2.0;3.0;300.0;3547275171
Terry Peak;https://terrypeak.com/;{'lat': '44.3500', 'long': '-103.8270'};USA;South Dakota;2130.0;330.0;16.0;4.0;16.0;200.0;6093749031
Riedlberg;https://www.skilift-riedlberg.de/;{'lat': '49.0719', 'long': '13.0653'};Germany;Regen;850.0;135.0;1.0;2.0;2.0;100.0;3669183867
Fairmont Hot Springs;https://www.fairmonthotsprings.com/;{'lat': '50.3458', 'long': '-115.8634'};Canada;British Columbia;1524.0;305.0;10.0;3.0;3.0;300.0;7130268373
Araragi Kogen;http://www.araragi.co.jp/ski;{'lat': '35.8004', 'long': '137.8492'};Japan;Nagano Prefecture;1305.0;160.0;2.0;2.0;3.0;300.0;8254786978
Steinberg am Rofan;https://www.christlum.at/;{'lat': '47.5486', 'long': '11.7481'};Austria;Schwaz;1250.0;200.0;1.0;3.0;2.0;150.0;3111140727
Iwakisan Hyakuzawa;https://www.hyakuzawa-ski.com/;{'lat': '40.656', 'long': '140.316'};Japan;Aomori Prefecture;747.0;424.0;4.4;4.0;3.0;300.0;3280571427
